[08Apr2025 00:20:56.704] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Librarian'/15599, l='ServerLevel[world]', x=1275.50, y=69.00, z=-1199.50] died, message: 'Librarian went up in flames'
[08Apr2025 00:27:20.096] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Creative Mode]
[08Apr2025 00:27:30.296] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Survival Mode]
[08Apr2025 00:27:48.669] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Creative Mode]
[08Apr2025 00:27:56.564] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Survival Mode]
[08Apr2025 00:28:30.498] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Librarian'/16597, l='ServerLevel[world]', x=1275.50, y=69.00, z=-1199.50] died, message: 'Librarian went up in flames'
[08Apr2025 00:30:11.854] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Spectator Mode]
[08Apr2025 00:30:23.818] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Survival Mode]
[08Apr2025 00:30:50.748] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DavidCh01 has made the advancement [Combat 3]
[08Apr2025 00:31:33.293] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DavidCh01 was slain by Minotaurus
[08Apr2025 00:31:39.281] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.398] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.450] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.541] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.567] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.591] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.641] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.690] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.749] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.812] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.840] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.890] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.940] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:57.990] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.040] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.094] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.141] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.191] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.241] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.291] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.339] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.392] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.440] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.530] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.557] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.589] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.643] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.692] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.740] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.790] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.840] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.890] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.940] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:58.992] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.042] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.091] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.147] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.201] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.250] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.303] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.341] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.394] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.440] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.530] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.557] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.590] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.641] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.690] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.742] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.789] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.843] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.890] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.940] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:37:59.990] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.043] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.093] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.147] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.190] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.241] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.296] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.341] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.392] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.444] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.554] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.581] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.594] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.647] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.690] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.740] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.791] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.840] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.891] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.944] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:00.990] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.041] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.091] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.141] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.192] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.244] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.291] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.338] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.392] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.439] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.529] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.555] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.593] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.641] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.691] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.739] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.790] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.854] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.890] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.940] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:01.992] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.040] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.090] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.141] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.194] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.242] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.291] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.342] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.392] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.440] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.529] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.556] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.588] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.639] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:38:02.688] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
